line	0	4	511	57
line	0	95	511	147
line	0	182	511	247
line	0	270	511	335
line	0	358	511	410
line	0	446	511	511
word	0	446	511	511
word	0	358	122	409
word	0	284	17	320
word	0	194	81	246
word	0	95	119	145
word	0	19	159	57
word	43	270	233	321
word	110	194	229	247
word	142	107	175	145
word	145	359	304	409
word	182	2	207	56
word	199	107	511	147
word	229	7	434	57
word	254	283	319	321
word	255	182	265	232
word	290	182	437	247
word	326	358	511	410
word	340	271	511	335
word	459	6	511	56
word	464	186	511	233
char	0	459	55	496
char	0	283	18	320
char	0	194	19	246
char	0	107	16	145
char	0	18	15	57
char	2	358	40	409
char	19	19	57	55
char	22	106	57	144
char	25	193	82	232
char	41	269	54	320
char	45	357	82	409
char	58	459	92	497
char	60	19	94	57
char	61	283	84	320
char	65	94	76	144
char	79	107	120	144
char	86	371	122	409
char	87	283	121	321
char	95	461	133	494
char	99	18	123	56
char	109	194	144	232
char	125	269	163	321
char	125	19	159	57
char	136	458	174	510
char	140	107	176	145
char	143	358	166	409
char	149	193	188	247
char	166	283	205	320
char	169	371	204	409
char	179	446	215	496
char	181	3	208	56
char	192	193	229	233
char	197	107	254	144
char	207	371	246	409
char	209	283	234	320
char	222	458	247	496
char	227	18	263	56
char	249	371	305	408
char	251	445	285	496
char	252	282	288	321
char	254	181	266	232
char	257	107	295	145
char	268	19	308	57
char	288	459	313	496
char	288	194	327	247
char	294	283	320	320
char	298	107	334	145
char	311	6	349	57
char	316	459	349	497
char	325	371	361	409
char	331	194	368	246
char	338	283	375	321
char	339	106	374	144
char	352	461	390	494
char	354	6	392	57
char	366	371	401	409
char	374	194	398	232
char	378	283	417	321
char	380	107	416	145
char	393	446	428	496
char	399	6	434	56
char	401	181	437	233
char	409	370	444	408
char	419	108	456	142
char	423	270	456	320
char	432	459	487	496
char	449	357	488	409
char	458	5	493	56
char	459	270	477	335
char	460	106	484	144
char	462	193	498	233
char	481	283	511	320
char	487	107	511	147
char	492	458	511	511
char	494	21	511	56
char	495	370	511	408
char	501	191	511	232
