line	0	0	511	60
line	0	85	511	151
line	0	175	511	242
line	0	265	511	331
line	0	354	511	423
word	0	355	169	423
word	0	265	16	316
word	0	175	152	228
word	0	85	454	151
word	0	0	181	48
word	45	265	311	330
word	178	175	412	228
word	192	354	464	422
word	208	0	511	60
word	338	265	511	331
word	439	187	477	228
word	474	85	511	151
word	491	355	511	406
word	500	188	511	242
char	0	367	17	422
char	0	174	6	224
char	0	98	40	136
char	2	264	16	316
char	3	0	40	46
char	7	188	45	228
char	19	354	42	406
char	43	277	82	330
char	43	97	81	137
char	44	354	68	405
char	47	7	72	46
char	51	174	89	227
char	71	367	126	406
char	76	7	113	47
char	85	97	121	137
char	87	276	126	330
char	95	174	131	226
char	119	7	144	46
char	125	96	163	151
char	129	368	169	406
char	131	264	169	318
char	139	174	151	226
char	147	7	182	47
char	168	97	208	137
char	172	278	230	316
char	177	187	213	227
char	191	354	230	407
char	206	8	242	47
char	212	100	250	134
char	216	188	272	225
char	233	264	269	316
char	235	367	274	420
char	250	8	286	47
char	254	97	289	137
char	274	276	311	317
char	275	187	309	227
char	280	354	317	406
char	291	6	328	47
char	293	97	328	137
char	315	174	328	226
char	322	354	361	407
char	331	97	368	137
char	334	0	370	46
char	336	174	348	226
char	337	264	372	316
char	353	174	392	227
char	364	368	402	422
char	373	97	409	136
char	375	278	414	331
char	377	6	416	60
char	399	174	412	226
char	404	354	429	405
char	416	84	455	137
char	419	276	455	316
char	421	0	459	47
char	430	368	465	407
char	437	187	477	227
char	459	275	496	318
char	465	0	502	46
char	472	84	492	151
char	489	354	511	406
char	494	84	511	151
char	498	187	511	242
char	501	275	511	317
char	505	8	511	47
