line	0	1	215	53
line	0	89	511	154
line	0	179	511	245
line	0	268	511	334
line	0	356	511	423
line	0	446	511	510
word	0	446	13	496
word	0	356	199	422
word	0	270	13	318
word	0	179	139	244
word	0	90	64	140
word	0	0	215	53
word	38	446	243	511
word	38	268	189	334
word	93	90	389	154
word	162	191	271	244
word	215	281	272	320
word	227	356	386	422
word	268	458	288	496
word	294	281	360	319
word	296	179	412	244
word	310	446	511	511
word	388	281	479	332
word	411	89	511	140
word	414	369	511	423
word	435	192	511	245
word	502	281	511	333
char	0	445	13	496
char	0	370	13	408
char	0	270	13	318
char	0	191	13	244
char	0	103	29	140
char	0	13	14	53
char	16	355	49	408
char	17	5	51	52
char	19	191	53	232
char	33	89	64	140
char	36	458	71	510
char	36	281	73	333
char	54	16	89	51
char	55	194	88	227
char	57	369	89	409
char	76	267	108	318
char	77	445	109	496
char	91	102	126	154
char	92	178	100	229
char	92	5	125	51
char	93	357	108	408
char	103	191	140	229
char	109	356	124	422
char	115	267	150	319
char	116	459	148	497
char	128	13	162	52
char	129	102	166	141
char	132	356	165	408
char	153	280	189	319
char	154	445	188	497
char	160	190	197	230
char	167	14	199	52
char	169	369	200	407
char	171	89	204	140
char	195	445	204	496
char	201	191	233	231
char	207	459	244	496
char	208	102	241	154
char	208	1	215	51
char	213	280	248	319
char	225	369	254	408
char	237	194	271	244
char	247	102	299	140
char	251	280	273	318
char	257	356	271	422
char	266	458	289	496
char	278	369	312	409
char	292	280	325	319
char	294	178	327	229
char	302	103	354	140
char	308	458	344	497
char	315	369	347	407
char	328	280	361	319
char	330	178	337	229
char	341	191	376	229
char	350	458	402	496
char	355	369	386	407
char	358	89	390	140
char	379	192	413	244
char	386	280	438	318
char	409	445	441	496
char	409	103	459	140
char	412	369	446	422
char	434	191	469	244
char	445	280	479	332
char	449	458	481	496
char	451	369	484	409
char	462	103	496	140
char	472	192	508	244
char	486	446	511	500
char	488	369	511	409
char	499	89	508	140
char	500	280	511	333
