line	0	0	511	46
line	0	85	511	152
line	0	175	511	242
line	0	265	511	332
line	0	355	511	422
line	0	445	511	511
word	0	463	28	496
word	0	355	321	422
word	0	265	195	332
word	0	175	511	242
word	0	85	91	137
word	0	0	94	45
word	48	461	115	496
word	112	101	144	136
word	114	13	149	45
word	138	445	412	511
word	167	85	352	152
word	170	12	284	45
word	218	281	318	331
word	304	12	387	46
word	337	265	399	317
word	341	373	376	405
word	373	85	511	136
word	397	355	464	407
word	408	12	511	45
word	418	282	470	317
word	434	445	469	497
word	487	371	511	407
word	490	445	511	495
word	490	282	511	317
char	0	458	30	500
char	0	368	12	414
char	0	277	27	321
char	0	173	18	231
char	0	97	24	140
char	0	0	20	49
char	2	407	4	416
char	10	170	15	179
char	11	368	50	411
char	16	170	55	231
char	18	0	58	49
char	24	96	52	141
char	25	280	63	320
char	44	457	85	500
char	49	350	104	426
char	52	188	92	245
char	52	80	93	137
char	55	7	96	49
char	57	7	63	16
char	62	260	117	336
char	66	7	71	16
char	85	456	117	500
char	86	130	93	139
char	91	187	129	246
char	106	366	145	426
char	108	96	146	140
char	110	8	151	49
char	118	276	159	319
char	129	170	163	228
char	134	457	173	511
char	145	350	165	407
char	151	189	191	246
char	152	187	157	196
char	158	280	197	320
char	163	80	205	139
char	166	367	198	410
char	166	7	227	49
char	172	457	210	497
char	189	188	228	230
char	198	367	230	410
char	202	100	241	156
char	210	460	247	500
char	214	276	242	322
char	224	7	286	49
char	227	186	259	231
char	230	367	267	407
char	239	96	278	137
char	242	276	280	335
char	247	458	284	500
char	259	170	296	231
char	267	368	323	411
char	278	97	317	155
char	279	277	320	317
char	284	458	323	511
char	297	186	333	231
char	300	8	357	50
char	315	80	354	140
char	322	440	343	497
char	333	276	363	319
char	333	186	368	231
char	337	368	378	409
char	343	457	376	500
char	357	7	389	50
char	362	260	401	321
char	366	190	404	231
char	369	80	391	139
char	376	460	414	500
char	390	99	445	140
char	393	350	435	409
char	403	186	462	229
char	404	7	444	49
char	414	277	472	321
char	430	440	471	501
char	434	367	466	411
char	443	7	511	49
char	444	80	483	137
char	461	170	502	229
char	476	130	483	139
char	483	366	511	411
char	483	80	503	139
char	486	440	508	499
char	486	277	511	321
char	498	188	511	230
char	501	80	511	140
