line	0	6	511	71
line	0	9	8	9
line	0	12	10	12
line	0	14	10	15
line	0	17	10	18
line	496	64	511	71
line	0	94	511	159
line	502	158	511	158
line	0	182	511	247
line	0	270	511	336
line	0	358	511	424
line	0	361	6	361
line	0	446	244	511
word	0	446	244	511
word	0	361	118	423
word	0	287	60	336
word	0	182	303	247
word	0	110	43	145
word	0	9	84	71
word	62	94	178	145
word	81	286	105	320
word	106	6	312	71
word	123	288	174	321
word	139	376	174	409
word	196	358	253	408
word	196	270	224	321
word	197	112	269	144
word	236	270	511	335
word	272	358	416	424
word	282	94	302	159
word	326	111	362	144
word	327	182	482	233
word	333	6	406	56
word	383	94	399	144
word	420	94	511	145
word	424	6	511	57
word	442	375	511	409
word	496	64	511	71
word	499	9	511	15
word	500	198	511	232
word	502	158	502	158
char	0	455	10	500
char	0	358	13	413
char	0	283	31	340
char	0	188	6	237
char	0	105	13	149
char	0	15	12	61
char	1	453	6	462
char	2	356	8	365
char	3	10	6	19
char	3	4	10	13
char	4	9	12	19
char	5	177	36	236
char	5	12	12	22
char	7	7	12	16
char	10	446	32	500
char	11	370	47	427
char	11	18	49	75
char	12	106	45	149
char	30	459	86	499
char	31	282	62	323
char	35	177	59	251
char	47	373	83	412
char	48	17	86	75
char	58	89	99	148
char	62	194	132	236
char	77	281	107	324
char	82	369	120	427
char	86	441	125	500
char	98	106	125	149
char	102	17	129	61
char	119	283	176	325
char	124	89	146	148
char	125	459	155	501
char	128	17	166	75
char	132	177	170	236
char	135	371	176	413
char	146	106	180	148
char	154	458	192	511
char	166	18	199	60
char	170	194	195	236
char	192	461	246	500
char	192	353	255	412
char	192	265	226	325
char	193	107	233	148
char	195	194	232	235
char	198	21	236	60
char	224	491	229	500
char	231	177	305	237
char	231	107	271	148
char	232	283	272	324
char	236	1	291	60
char	268	371	307	413
char	271	265	292	324
char	278	89	304	163
char	283	20	314	61
char	291	283	330	339
char	305	370	344	411
char	322	106	364	148
char	323	194	356	237
char	328	282	360	324
char	329	18	368	60
char	344	356	364	412
char	357	194	383	236
char	360	282	392	325
char	363	353	396	412
char	367	1	408	60
char	379	89	401	148
char	383	197	421	236
char	383	195	388	204
char	393	353	418	428
char	393	282	423	324
char	416	89	492	148
char	418	177	457	236
char	420	1	462	60
char	422	265	462	322
char	438	370	471	413
char	456	194	484	236
char	459	283	497	339
char	461	20	492	61
char	471	373	511	412
char	491	108	511	149
char	492	60	511	75
char	492	17	511	61
char	495	4	500	13
char	496	282	511	329
char	496	193	511	236
char	497	322	503	331
char	498	324	504	333
char	498	153	503	162
char	499	329	505	338
char	499	327	504	336
char	499	8	511	19
char	507	6	511	15
char	508	59	511	68
