line	0	0	511	48
line	0	85	511	151
line	0	175	511	241
line	0	265	511	332
line	0	355	176	422
line	0	444	374	511
line	0	508	19	509
word	0	445	63	499
word	0	355	176	422
word	0	265	511	332
word	0	188	214	228
word	0	85	122	151
word	0	0	127	48
word	19	146	20	150
word	20	508	20	511
word	91	445	171	497
word	149	97	183	137
word	154	0	268	47
word	196	445	264	497
word	209	85	332	137
word	241	175	511	241
word	284	457	322	511
word	290	0	411	47
word	347	444	374	496
word	359	85	433	137
word	435	8	492	46
word	463	85	511	151
char	0	450	23	503
char	0	362	21	411
char	0	183	59	231
char	0	91	23	144
char	0	0	25	51
char	2	272	39	321
char	13	81	21	92
char	13	80	19	89
char	15	143	22	154
char	16	503	21	509
char	16	448	21	457
char	16	141	22	150
char	21	350	62	411
char	23	440	65	501
char	24	0	66	52
char	25	80	65	140
char	39	272	82	322
char	58	183	97	232
char	62	364	98	410
char	64	93	105	155
char	68	4	108	51
char	83	271	123	322
char	87	453	130	501
char	97	350	120	426
char	97	183	137	232
char	109	80	124	140
char	113	1	129	50
char	120	363	158	426
char	123	274	182	320
char	132	440	173	500
char	137	183	176	231
char	145	92	185	141
char	150	2	194	51
char	157	350	178	425
char	176	183	216	231
char	182	273	242	320
char	192	440	234	501
char	196	0	236	50
char	205	93	246	141
char	236	453	266	500
char	237	183	279	244
char	240	3	270	50
char	246	260	286	320
char	246	80	288	141
char	280	452	324	511
char	280	183	322	245
char	286	2	330	51
char	289	274	329	321
char	291	80	334	141
char	325	170	367	231
char	329	6	371	49
char	332	272	374	334
char	343	439	376	500
char	355	80	396	140
char	369	183	436	230
char	371	0	413	51
char	377	260	417	320
char	395	94	435	141
char	418	260	457	320
char	431	3	494	50
char	437	183	476	230
char	456	273	499	336
char	459	80	499	141
char	480	182	511	244
char	499	260	511	321
char	499	93	511	155
