line	0	7	511	56
line	0	94	511	159
line	0	182	511	247
line	0	357	511	423
line	0	446	511	511
word	0	447	153	496
word	0	372	92	423
word	0	182	35	232
word	0	94	169	159
word	0	7	221	56
word	53	182	116	247
word	112	374	147	423
word	137	197	171	231
word	164	357	301	423
word	176	460	242	511
word	191	95	381	159
word	193	183	393	247
word	241	7	338	56
word	265	446	511	511
word	325	359	511	423
word	360	20	418	55
word	405	95	482	144
word	414	196	487	247
word	439	21	511	56
word	505	109	511	144
word	511	182	511	196
char	0	448	18	495
char	0	371	17	423
char	0	182	36	232
char	0	181	3	190
char	0	107	37	143
char	0	21	32	56
char	19	373	53	407
char	21	461	79	495
char	36	20	68	56
char	41	93	69	143
char	51	181	74	247
char	56	373	92	423
char	67	110	104	159
char	72	20	109	53
char	79	197	117	232
char	83	460	116	496
char	107	93	130	141
char	110	373	148	423
char	113	19	147	56
char	119	463	154	496
char	133	96	170	143
char	135	197	172	231
char	150	6	186	56
char	163	356	186	423
char	174	459	205	496
char	190	94	210	143
char	190	20	222	55
char	191	182	215	232
char	193	372	231	407
char	208	463	243	511
char	213	109	243	144
char	218	184	241	233
char	235	372	260	408
char	239	6	264	56
char	244	197	277	247
char	247	109	278	144
char	263	446	302	497
char	263	372	302	407
char	267	23	300	53
char	281	182	320	229
char	282	111	318	159
char	303	23	339	56
char	305	463	338	493
char	320	109	355	142
char	323	372	357	408
char	323	198	360	231
char	341	461	377	511
char	358	107	382	144
char	359	20	418	55
char	361	358	401	407
char	363	196	394	231
char	380	446	397	493
char	401	461	436	511
char	403	94	445	143
char	404	373	441	423
char	413	196	448	247
char	437	20	492	56
char	441	446	476	495
char	444	358	481	408
char	447	111	483	144
char	451	196	488	247
char	479	445	500	511
char	484	372	511	423
char	496	20	511	53
char	503	108	511	144
char	505	460	511	495
