line	0	7	511	70
line	0	95	170	159
line	0	182	511	247
line	0	271	511	335
line	0	276	10	276
line	0	358	511	423
line	0	446	511	511
word	0	447	121	511
word	0	358	149	423
word	0	282	216	321
word	0	183	151	247
word	0	95	12	145
word	0	7	198	57
word	11	276	11	276
word	41	107	170	159
word	151	459	300	511
word	171	182	511	247
word	179	358	509	409
word	221	7	384	57
word	237	283	323	334
word	321	460	427	511
word	342	271	511	335
word	407	19	511	70
word	450	446	511	498
word	502	331	511	332
word	507	504	511	507
char	0	459	33	511
char	0	371	13	422
char	0	283	10	320
char	0	183	17	234
char	0	94	13	145
char	0	20	28	56
char	14	284	47	318
char	17	371	52	423
char	21	195	54	246
char	31	19	66	57
char	36	459	72	511
char	39	107	74	158
char	51	283	81	321
char	57	197	91	247
char	59	358	93	409
char	69	7	88	57
char	75	459	105	497
char	77	109	109	142
char	86	283	106	320
char	92	6	98	56
char	94	195	124	233
char	97	359	115	409
char	106	19	157	56
char	108	446	122	511
char	108	285	141	320
char	112	108	146	159
char	118	372	150	423
char	130	195	151	232
char	145	283	179	321
char	149	107	171	144
char	150	459	201	496
char	162	19	199	57
char	169	182	189	233
char	178	371	209	409
char	183	283	216	321
char	190	197	223	247
char	205	460	239	511
char	213	371	264	408
char	220	20	256	56
char	226	196	259	247
char	235	284	287	320
char	242	458	273	497
char	259	19	290	57
char	263	195	294	232
char	267	371	301	409
char	278	459	300	496
char	290	283	324	334
char	293	7	310	57
char	298	195	334	247
char	307	358	338	408
char	313	6	346	57
char	319	459	355	497
char	335	181	373	233
char	340	357	360	408
char	340	270	357	335
char	349	19	385	56
char	359	459	392	497
char	361	372	392	409
char	362	283	398	321
char	376	195	407	232
char	395	462	428	511
char	397	371	429	409
char	402	283	436	335
char	406	19	442	57
char	415	194	447	232
char	433	371	466	409
char	443	270	451	320
char	445	19	480	57
char	448	446	483	497
char	453	195	486	246
char	459	270	491	320
char	470	371	505	409
char	484	19	511	70
char	490	446	511	498
char	491	191	511	235
char	494	283	511	322
