line	0	6	511	71
line	0	94	511	159
line	0	181	511	247
line	0	271	511	335
line	0	358	511	423
line	0	446	511	511
word	0	446	381	511
word	0	358	208	422
word	0	271	83	335
word	0	183	32	246
word	0	94	200	145
word	0	6	211	71
word	4	362	8	362
word	53	181	149	233
word	107	284	137	321
word	157	271	172	335
word	166	196	200	247
word	202	271	366	321
word	221	181	379	247
word	226	107	436	159
word	234	358	303	408
word	237	20	270	71
word	288	7	434	71
word	328	359	511	423
word	391	271	511	321
word	400	182	509	233
word	404	460	511	511
word	460	94	482	144
word	462	7	510	57
word	501	107	511	159
char	0	446	13	497
char	0	371	14	410
char	0	284	11	322
char	0	196	11	238
char	0	20	28	56
char	3	94	8	144
char	4	237	11	246
char	7	413	13	422
char	13	93	48	145
char	14	284	48	335
char	14	183	32	233
char	20	459	52	497
char	20	358	52	408
char	32	19	82	56
char	51	270	83	320
char	52	196	87	232
char	53	107	89	145
char	57	458	92	497
char	57	371	93	409
char	84	6	98	71
char	90	195	123	233
char	94	459	125	497
char	95	94	103	144
char	98	358	132	409
char	106	284	137	321
char	106	6	139	57
char	108	107	144	145
char	127	181	149	232
char	128	459	160	497
char	136	371	172	409
char	143	19	177	57
char	147	93	169	142
char	156	270	173	335
char	164	195	200	247
char	166	446	198	496
char	171	110	201	145
char	175	371	209	409
char	181	20	212	57
char	200	270	232	320
char	201	459	235	510
char	219	196	254	232
char	224	107	260	159
char	233	358	265	408
char	236	20	271	71
char	239	283	291	320
char	240	446	272	496
char	257	195	289	247
char	263	107	296	159
char	272	358	304	408
char	275	459	307	511
char	286	6	302	71
char	291	196	323	230
char	294	284	330	320
char	302	107	324	144
char	310	19	361	56
char	314	446	323	496
char	326	445	351	496
char	326	358	335	408
char	326	181	347	232
char	328	107	377	144
char	333	270	367	321
char	342	371	376	422
char	348	197	380	233
char	349	462	382	496
char	365	20	400	56
char	382	358	389	408
char	384	107	436	144
char	390	283	426	321
char	395	371	429	423
char	399	195	433	232
char	402	459	437	510
char	404	19	435	57
char	429	283	463	321
char	433	371	466	409
char	436	181	456	232
char	440	460	476	511
char	457	197	491	233
char	459	93	483	144
char	460	19	494	57
char	467	270	499	320
char	470	372	502	406
char	479	459	511	496
char	497	182	505	232
char	498	6	506	56
char	499	106	511	159
char	503	283	511	320
char	505	371	511	407
