line	0	0	511	61
line	0	85	511	152
line	0	175	511	242
line	0	265	511	331
line	0	355	511	421
line	0	445	511	511
word	0	445	94	496
word	0	367	12	405
word	0	265	211	317
word	0	191	144	241
word	0	85	106	152
word	0	0	176	61
word	32	359	233	421
word	116	461	166	496
word	129	85	182	151
word	168	181	314	241
word	190	445	230	495
word	197	12	289	47
word	205	85	420	136
word	233	265	415	331
word	254	445	511	511
word	255	355	511	421
word	310	0	511	61
word	335	175	404	227
word	416	175	511	242
word	436	265	511	317
word	441	102	511	137
char	0	444	31	495
char	0	368	13	405
char	0	264	26	315
char	0	191	16	225
char	0	100	10	136
char	0	0	57	45
char	14	84	32	135
char	19	282	55	313
char	19	191	54	241
char	31	359	52	407
char	34	462	64	496
char	35	101	70	151
char	54	372	89	421
char	57	194	107	226
char	58	281	90	317
char	60	11	94	61
char	67	461	95	496
char	73	101	107	151
char	92	371	120	405
char	94	264	125	315
char	97	0	129	43
char	110	190	144	241
char	114	460	140	495
char	118	282	173	315
char	119	11	176	45
char	123	374	158	406
char	127	100	164	151
char	143	461	166	496
char	162	370	194	406
char	166	190	200	227
char	166	84	183	133
char	175	264	212	315
char	189	444	211	495
char	196	11	225	47
char	197	370	234	421
char	203	180	223	226
char	203	101	234	136
char	213	444	231	495
char	227	191	249	226
char	229	11	251	43
char	231	264	250	315
char	236	84	272	133
char	252	459	286	496
char	253	370	290	421
char	253	191	277	224
char	254	282	282	317
char	254	14	289	46
char	274	102	308	135
char	280	191	315	241
char	286	281	308	313
char	289	460	323	496
char	292	371	321	405
char	308	0	328	45
char	310	281	344	331
char	311	103	362	136
char	324	354	341	403
char	327	444	364	493
char	332	11	360	47
char	334	191	363	227
char	344	371	374	407
char	348	264	382	315
char	364	11	393	46
char	365	101	421	133
char	366	463	399	511
char	367	174	404	223
char	378	370	407	407
char	385	281	415	317
char	397	0	419	43
char	401	461	435	511
char	411	370	440	406
char	414	174	436	241
char	421	0	433	45
char	434	264	469	317
char	434	0	455	61
char	438	450	458	496
char	439	102	476	135
char	443	371	472	406
char	444	190	474	227
char	461	444	478	493
char	461	11	492	46
char	472	264	509	313
char	475	371	498	403
char	476	194	511	226
char	480	101	511	136
char	482	444	511	495
char	495	11	511	46
char	501	370	511	407
char	506	465	511	496
