char	0	463	31	497
char	25	446	45	512
char	51	463	86	512
char	91	463	113	497
char	116	464	153	512
char	155	463	183	497
char	186	464	220	497
word	0	446	220	512
char	240	446	276	497
char	276	463	301	497
char	303	446	332	497
char	326	463	356	497
word	240	446	356	497
char	375	463	431	497
char	430	464	467	497
char	469	446	499	497
char	493	446	510	497
char	511	463	512	497
word	375	446	512	497
line	0	446	512	512
char	0	358	26	409
char	19	376	56	424
char	56	376	92	409
char	86	358	107	424
word	0	358	107	424
char	131	376	166	409
char	169	375	204	424
word	131	375	204	424
char	222	365	242	409
char	242	358	279	409
char	280	375	313	424
word	222	358	313	424
char	333	376	369	409
char	371	358	388	409
char	390	376	426	424
word	333	358	426	424
char	444	358	479	409
char	483	358	512	409
word	444	358	512	409
line	0	358	512	424
char	0	270	6	321
char	0	288	34	321
char	35	288	87	321
word	0	270	87	336
char	106	288	141	321
char	142	287	167	321
char	168	270	203	321
char	205	270	221	321
char	222	287	257	336
char	260	287	284	321
char	284	288	320	336
word	106	270	320	336
char	339	288	390	321
char	391	287	427	321
char	429	287	464	336
word	339	287	464	336
char	484	287	512	336
word	484	287	512	336
line	0	270	512	336
char	0	182	11	233
char	13	199	43	233
char	43	200	95	233
char	97	199	132	248
char	134	199	167	248
char	170	199	198	233
char	203	199	226	233
char	229	200	264	233
word	0	182	264	248
char	283	199	318	248
word	283	199	318	248
char	340	199	375	248
char	377	182	406	233
char	399	199	423	233
char	425	182	454	233
word	340	182	454	248
char	465	200	512	233
word	465	199	512	233
line	0	182	512	248
char	0	111	7	145
char	6	112	43	145
word	0	94	43	160
char	64	111	94	145
char	94	112	129	145
word	64	111	129	145
char	148	94	185	145
char	185	111	241	145
char	241	112	292	145
word	148	94	292	145
char	311	112	363	145
word	311	112	363	145
char	384	111	416	145
char	420	111	453	160
char	455	111	511	145
word	384	111	511	160
line	0	94	511	160
char	0	23	9	72
char	11	6	45	57
word	0	6	45	72
char	68	23	98	57
word	68	23	98	57
char	115	23	150	72
char	153	24	188	57
char	191	23	219	57
char	220	6	255	57
char	259	23	287	57
char	291	6	308	57
char	309	6	343	57
char	348	6	365	57
char	367	23	422	57
char	424	6	459	57
char	459	6	495	57
char	495	24	512	57
word	115	6	512	72
line	0	6	512	72
