char	0	461	29	497
char	32	461	65	497
word	0	446	65	512
char	88	461	125	496
word	88	461	125	496
char	143	446	165	512
char	172	447	191	496
char	193	447	230	497
char	235	462	272	497
char	276	447	314	496
char	317	447	336	496
char	338	446	357	496
char	359	447	397	496
char	401	462	438	497
char	443	461	475	497
word	143	446	475	512
char	494	446	512	512
word	494	446	512	512
line	0	446	512	512
char	0	373	16	408
char	20	373	54	409
char	55	374	92	409
char	95	373	128	409
char	130	374	183	409
char	186	373	215	409
word	0	358	215	424
char	237	359	277	408
char	279	359	317	409
word	237	359	317	409
char	339	373	368	409
char	371	359	390	408
char	393	373	427	409
word	339	359	427	409
char	449	373	483	409
char	486	373	512	409
word	449	373	512	409
line	0	359	512	409
char	0	285	12	336
char	15	270	34	320
char	37	285	66	321
char	65	270	86	336
char	93	286	128	320
char	129	286	166	321
char	168	270	197	320
char	194	285	231	336
char	235	270	263	320
char	258	286	295	336
char	297	285	327	320
char	329	271	348	320
char	349	286	385	321
word	0	270	385	336
char	406	273	429	321
char	430	286	483	321
char	486	285	512	321
word	406	273	512	321
line	0	270	512	336
char	0	183	37	232
char	41	197	73	233
char	77	182	96	232
char	98	182	117	232
char	117	198	171	233
char	174	197	203	232
char	207	197	241	248
char	242	198	295	233
char	297	183	316	232
char	318	198	352	232
char	356	197	380	233
char	382	198	436	233
char	437	183	456	232
char	458	182	477	232
word	0	182	477	248
char	497	198	512	248
word	497	197	512	248
line	0	182	512	248
char	0	110	13	160
char	16	109	74	144
char	78	109	108	144
char	110	109	147	160
char	151	109	180	145
char	184	95	224	144
char	226	109	255	144
char	257	110	292	144
char	296	95	333	145
char	337	95	377	144
char	377	109	414	160
char	419	97	442	145
char	444	95	463	144
char	464	97	488	145
char	491	109	512	144
word	0	94	512	160
line	0	95	512	160
char	0	6	14	72
char	22	21	51	57
char	55	21	79	57
word	0	6	79	72
char	101	21	139	72
char	144	7	182	57
char	184	21	221	72
char	227	21	251	57
char	254	9	278	57
char	276	6	297	72
word	101	6	297	72
line	0	6	297	72
