char	0	447	13	498
char	16	459	51	498
char	58	459	91	511
char	97	446	130	498
char	135	459	168	512
char	173	460	208	497
char	209	460	243	497
char	246	459	279	498
char	281	459	312	498
char	311	446	326	512
char	333	459	368	498
char	375	446	406	497
char	407	446	421	512
word	0	445	421	512
char	447	460	481	512
char	483	446	512	498
word	447	446	512	512
line	0	446	512	512
char	0	370	13	422
char	22	370	73	408
char	81	370	132	408
char	140	357	172	408
char	176	370	197	408
char	200	371	231	409
char	237	370	271	423
char	276	371	310	408
char	312	370	344	409
char	351	357	383	409
char	387	371	421	408
char	422	371	456	423
char	457	371	492	423
char	496	357	512	408
word	0	356	512	423
line	0	357	512	423
char	0	282	13	319
char	18	281	68	319
char	73	267	95	319
char	97	281	148	319
word	0	267	148	334
char	174	281	206	333
char	213	281	248	320
char	253	281	286	334
char	293	281	328	320
char	332	281	368	320
word	174	281	368	334
char	394	281	445	319
word	394	281	445	319
char	473	282	504	320
char	511	281	512	333
word	473	268	512	333
line	0	267	512	334
char	0	193	29	230
char	29	193	80	230
char	82	192	116	245
word	0	178	116	245
char	142	192	175	245
word	142	192	175	245
char	196	179	211	245
char	216	193	250	230
char	251	178	273	230
char	272	193	306	230
char	308	192	343	231
char	350	192	383	244
char	388	192	421	245
word	196	178	421	245
char	450	192	470	230
char	470	180	488	231
char	491	192	512	231
word	450	180	512	231
line	0	178	512	245
char	0	104	13	141
char	14	104	48	141
word	0	89	48	156
char	73	90	104	141
char	107	103	139	155
word	73	90	139	155
char	168	103	201	155
char	204	104	239	156
char	235	90	250	156
char	259	90	266	141
char	275	90	282	141
word	168	90	282	156
char	307	104	341	141
char	344	103	379	142
char	382	104	432	141
char	435	103	470	142
char	473	104	508	141
word	307	103	512	155
line	0	90	508	156
char	0	14	11	53
char	18	14	39	52
char	39	14	73	67
char	80	14	114	53
char	118	2	136	53
char	138	15	172	52
char	177	14	197	52
char	198	14	233	53
char	240	1	271	52
char	278	14	311	53
char	308	1	322	67
word	0	0	322	67
char	349	14	380	53
char	385	1	418	53
char	427	1	434	52
word	349	1	434	53
char	461	14	495	53
char	498	0	512	52
word	461	0	512	67
line	0	0	512	67
